model,model_path,task_id,target_tool,y_tokens,y_log_probability,z_tokens,z_log_probability,a_tokens,a_log_probability,chain_rule_residual
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Mixcloud::1,search,53,-40.0842227935791,16,-20.555498123168945,37,-19.528724670410156,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Agify.io::0,getAge,36,-31.237207412719727,15,-30.64674186706543,21,-0.5904655456542969,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Agify.io::1,getAge,36,-37.532230377197266,15,-37.15750694274902,21,-0.3747234344482422,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,StackExchange__2::0,get-user,49,-8.402338027954102,14,-7.231998443603516,35,-1.170339584350586,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,StackExchange__2::1,get-user,52,-12.570316314697266,17,-11.96279525756836,35,-0.6075210571289062,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,WakaTime::0,getStats,74,-45.09515380859375,17,-24.063919067382812,57,-21.031234741210938,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,WakaTime::1,getDetails,66,-37.52322769165039,21,-20.390871047973633,45,-17.132356643676758,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Movie Quote::0,getRandomMovieQuote,36,-56.95956802368164,17,-49.426109313964844,19,-7.533458709716797,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Movie Quote::1,getFilteredQuote,48,-17.78014373779297,22,-10.882381439208984,26,-6.897762298583984,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,The Old Reader::0,getUserFeeds,58,-26.944921493530273,31,-16.07533073425293,27,-10.869590759277344,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,The Old Reader::1,getUserFeeds,49,-29.307918548583984,22,-19.02361488342285,27,-10.284303665161133,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Doge-Meme::0,getMemeDetails,47,-2.478208541870117,20,-2.4067516326904297,27,-0.0714569091796875,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Doge-Meme::1,getTopMemes,48,-15.81480598449707,24,-1.3772144317626953,24,-14.437591552734375,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Czech Television::0,getWeeklyTVProgram,58,-6.024908065795898,24,-0.6246547698974609,34,-5.4002532958984375,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Czech Television::1,searchTVPrograms,66,-12.142684936523438,20,-4.99976921081543,46,-7.142915725708008,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Geokeo::0,batchGeocode,76,-4.299051284790039,17,-4.048971176147461,59,-0.2500801086425781,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Geokeo::1,geocode,47,-18.777587890625,19,-18.709972381591797,28,-0.06761550903320312,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Catch The Show::0,searchTvShow,49,-25.15015411376953,23,-23.745378494262695,26,-1.404775619506836,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Catch The Show::1,searchTvShow,39,-5.008899688720703,12,-4.968507766723633,27,-0.04039192199707031,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,"Transport for Vancouver, Canada__3::0",findStationsOrStops,82,-13.534772872924805,28,-12.632780075073242,54,-0.9019927978515625,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,"Transport for Vancouver, Canada__3::1",findStationsOrStops,74,-14.169858932495117,20,-12.162046432495117,54,-2.0078125,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Google Books::0,updateReadingStatus,62,-1.3323135375976562,19,-0.4299030303955078,43,-0.9024105072021484,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Google Books::1,getFeaturedBooks,43,-10.100320816040039,18,-6.935127258300781,25,-3.165193557739258,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,PhishStats::0,searchPhishingDatabase,49,-2.674661636352539,24,-2.277402877807617,25,-0.3972587585449219,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,PhishStats::1,getPhishingDomainInfo,48,-43.52729606628418,22,-43.52309799194336,26,-0.0041980743408203125,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,RuneScape::0,getEnemyInfo,47,-6.782770156860352,20,-6.399272918701172,27,-0.3834972381591797,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,RuneScape::1,getSkillInfo,46,-27.83864974975586,21,-27.73880386352539,25,-0.09984588623046875,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,"Transport for Vancouver, Canada::0",getStaticSchedules,43,-4.398519515991211,18,-4.177824020385742,25,-0.22069549560546875,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,"Transport for Vancouver, Canada::1",getStopsAndRoutesByLocation,70,-5.721246719360352,14,-3.0505027770996094,56,-2.670743942260742,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,TransitLand::0,searchStops,57,-15.049736022949219,22,-9.077499389648438,35,-5.972236633300781,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,TransitLand::1,searchStops,56,-20.355012893676758,13,-5.964178085327148,43,-14.39083480834961,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Giphy__2::0,searchGifs,39,-42.03615188598633,15,-26.62812614440918,24,-15.408025741577148,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Giphy__2::1,searchGifs,49,-60.77823257446289,19,-35.82416534423828,30,-24.95406723022461,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,bng2latlong::0,convertEastingNorthingToLatLong,65,-43.15743637084961,18,-43.018659591674805,47,-0.1387767791748047,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,bng2latlong::1,reverseGeocodeLatLongToEastingNorthing,85,-33.439260482788086,34,-33.38118362426758,51,-0.05807685852050781,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,CO2 Offset::0,calculateCarbonEmissions,68,-40.751739501953125,26,-37.017818450927734,42,-3.7339210510253906,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,CO2 Offset::1,calculateCarbonEmissions,73,-14.140064239501953,26,-14.031787872314453,47,-0.1082763671875,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,"Open Government, Poland::0",searchDatasets,47,-2.938508987426758,14,-0.13758468627929688,33,-2.800924301147461,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,"Open Government, Poland::1",searchDatasets,45,-0.257354736328125,13,-0.20420074462890625,32,-0.05315399169921875,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,TheMealDB::0,searchMealByIngredient,41,-60.71084785461426,12,-60.100486755371094,29,-0.6103610992431641,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,TheMealDB::1,searchMealByName,48,-56.41619300842285,21,-36.10774612426758,27,-20.308446884155273,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Nutritionix__2::0,calculateNutritionForRecipe,91,-4.493144989013672,14,-3.1746559143066406,77,-1.3184890747070312,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Nutritionix__2::1,getVendingMachineData,57,-52.77624320983887,27,-48.49850273132324,30,-4.277740478515625,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Forismatic::0,searchQuote,50,-11.440292358398438,21,-3.1097774505615234,29,-8.330514907836914,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Forismatic::1,searchQuote,54,-31.109872817993164,20,-10.602373123168945,34,-20.50749969482422,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Google Safe Browsing::0,checkUrlSafety,37,-46.18805694580078,9,-39.61634826660156,28,-6.571708679199219,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Google Safe Browsing::1,checkMultipleUrlsSafety,67,-22.107240676879883,24,-22.048202514648438,43,-0.05903816223144531,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Noctua::0,getHistoricalWeatherData,79,-36.90434646606445,19,-15.07038688659668,60,-21.833959579467773,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Noctua::1,getHistoricalWeatherData,82,-21.248245239257812,19,-20.161060333251953,63,-1.0871849060058594,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Giphy::0,getTrendingGifs,61,-25.73632049560547,19,-7.467412948608398,42,-18.26890754699707,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Giphy::1,searchGifs,81,-61.10078239440918,21,-34.51878547668457,60,-26.58199691772461,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Yo Momma Jokes::0,getRandomJoke,34,-14.100370407104492,16,-6.9806976318359375,18,-7.119672775268555,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Yo Momma Jokes::1,getCustomJoke,56,-21.55984115600586,31,-21.45430564880371,25,-0.10553550720214844,0.0
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,JSONbin.io::0,createBin,43,-39.78417205810547,12,-28.144084930419922,31,-11.640087127685547,0.0
